,Species,Dead_Alive,Gear,SCL_notch,SCL_tip,SCW,CCL_notch,TestLevel_Before,Entangled
5151,Loggerhead,Alive,Pound net,59.3,60.5,49.7,63.6,155.4,Free
5152,Loggerhead,Alive,Pound net,59.3,60.5,49.7,63.6,155.4,Free
5153,Loggerhead,Alive,Pound net,62.5,63.4,52.8,68.7,106.5,Free
5154,Loggerhead,Alive,Pound net,62.5,63.4,52.8,68.7,106.5,Free
5155,Loggerhead,Alive,Pound net,61.8,62.9,49.7,66.5,155.4,Free
5156,Loggerhead,Alive,Pound net,61.8,62.9,49.7,66.5,155.4,Free
5157,Loggerhead,Alive,Pound net,63.1,63.8,53.9,69.7,155.4,Free
5158,Loggerhead,Alive,Pound net,63.1,63.8,53.9,69.7,155.4,Free
5159,Loggerhead,Alive,Pound net,63.1,63.8,53.9,69.7,155.4,Free
5160,Loggerhead,Alive,Pound net,63.1,63.8,53.9,69.7,155.4,Free
5161,Loggerhead,Alive,Pound net,45.4,46.3,36.9,49.7,155.4,Free
5162,Loggerhead,Alive,Pound net,45.4,46.3,36.9,49.7,155.4,Free
5163,Loggerhead,Alive,Pound net,54.7,55.2,49.8,59.6,155.4,Free
5164,Loggerhead,Alive,Pound net,54.7,55.2,49.8,59.6,155.4,Free
5165,Loggerhead,Alive,Pound net,51.3,55.1,45.3,56.8,31.0,Free
5166,Loggerhead,Alive,Pound net,51.3,55.1,45.3,56.8,31.0,Free
5167,Loggerhead,Alive,Pound net,56.4,58.3,48.3,61.4,942.0,Free
5168,Loggerhead,Alive,Pound net,56.4,58.3,48.3,61.4,942.0,Free
5169,Kemps_Ridley,Alive,Pound net,39.3,40.0,39.0,42.0,110.9,Free
5170,Kemps_Ridley,Alive,Pound net,39.3,40.0,39.0,42.0,110.9,Free
5171,Loggerhead,Alive,Pound net,53.2,54.3,45.0,57.5,57.9,Free
5172,Loggerhead,Alive,Pound net,53.2,54.3,45.0,57.5,57.9,Free
5173,Loggerhead,Alive,Pound net,60.5,61.9,53.9,66.0,277.7,Free
5174,Loggerhead,Alive,Pound net,60.5,61.9,53.9,66.0,277.7,Free
5175,Loggerhead,Alive,Pound net,61.2,62.0,54.8,67.5,175.1,Free
5176,Loggerhead,Alive,Pound net,61.2,62.0,54.8,67.5,175.1,Free
5177,Loggerhead,Alive,Pound net,61.2,62.0,54.8,67.5,175.1,Free
5178,Loggerhead,Alive,Pound net,61.2,62.0,54.8,67.5,175.1,Free
5179,Loggerhead,Alive,Pound net,61.2,62.3,54.4,67.5,275.5,Free
5180,Loggerhead,Alive,Pound net,61.2,62.3,54.4,67.5,275.5,Free
5181,Loggerhead,Alive,Pound net,61.2,62.3,54.4,67.5,275.5,Free
5182,Loggerhead,Alive,Pound net,61.2,62.3,54.4,67.5,275.5,Free
5183,Loggerhead,Alive,Pound net,61.6,63.2,53.8,66.7,152.9,Free
5184,Loggerhead,Alive,Pound net,61.6,63.2,53.8,66.7,152.9,Free
5185,Loggerhead,Alive,Pound net,61.6,63.2,53.8,66.7,152.9,Free
5186,Loggerhead,Alive,Pound net,61.6,63.2,53.8,66.7,152.9,Free
5187,Loggerhead,Alive,Pound net,66.5,68.5,58.0,70.8,139.3,Free
5188,Loggerhead,Alive,Pound net,66.5,68.5,58.0,70.8,139.3,Free
5189,Loggerhead,Alive,Pound net,66.5,68.5,58.0,70.8,139.3,Free
5190,Loggerhead,Alive,Pound net,66.5,68.5,58.0,70.8,139.3,Free
5191,Loggerhead,Alive,Pound net,69.1,70.0,58.6,73.3,157.3,Free
5192,Loggerhead,Alive,Pound net,69.1,70.0,58.6,73.3,157.3,Free
5193,Loggerhead,Alive,Pound net,69.1,70.0,58.6,73.3,157.3,Free
5194,Loggerhead,Alive,Pound net,69.1,70.0,58.6,73.3,157.3,Free
5195,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5196,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5197,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5198,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5199,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5200,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5201,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5202,Loggerhead,Alive,Pound net,68.6,71.0,55.5,74.7,98.0,Free
5203,Kemps_Ridley,Alive,Pound net,31.5,32.1,30.7,33.6,110.9,Free
5204,Kemps_Ridley,Alive,Pound net,31.5,32.1,30.7,33.6,110.9,Free
5205,Kemps_Ridley,Alive,Pound net,38.0,38.7,36.9,40.1,110.9,Free
5206,Kemps_Ridley,Alive,Pound net,38.0,38.7,36.9,40.1,110.9,Free
5207,Loggerhead,Alive,Pound net,59.7,60.5,49.8,64.8,155.4,Free
5208,Loggerhead,Alive,Pound net,59.7,60.5,49.8,64.8,155.4,Free
5209,Kemps_Ridley,Alive,Pound net,53.3,54.0,54.1,56.5,17.0,Free
5210,Kemps_Ridley,Alive,Pound net,53.3,54.0,54.1,56.5,17.0,Free
5211,Loggerhead,Alive,Pound net,70.6,72.4,57.1,77.3,497.0,Free
5212,Loggerhead,Alive,Pound net,70.6,72.4,57.1,77.3,497.0,Free
5213,Loggerhead,Alive,Pound net,65.3,66.3,53.1,71.6,98.3,Free
5214,Loggerhead,Alive,Pound net,65.3,66.3,53.1,71.6,98.3,Free
5215,Loggerhead,Alive,Pound net,57.6,58.7,49.5,62.7,40.6,Free
5216,Loggerhead,Alive,Pound net,57.6,58.7,49.5,62.7,40.6,Free
5217,Loggerhead,Alive,Pound net,57.6,58.7,49.5,62.7,40.6,Free
5218,Loggerhead,Alive,Pound net,57.6,58.7,49.5,62.7,40.6,Free
5219,Loggerhead,Alive,Pound net,65.2,66.1,54.0,69.5,60.0,Free
5220,Loggerhead,Alive,Pound net,65.2,66.1,54.0,69.5,60.0,Free
5221,Loggerhead,Dead,Pound net,58.3,60.2,49.1,62.9,60.0,Free
5222,Loggerhead,Dead,Pound net,58.3,60.2,49.1,62.9,60.0,Free
5223,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5224,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5225,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5226,Loggerhead,Dead,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5227,Loggerhead,Alive,Pound net,60.2,61.6,49.2,67.2,38.0,Free
5228,Loggerhead,Alive,Pound net,60.2,61.6,49.2,67.2,38.0,Free
5229,Loggerhead,Alive,Pound net,70.7,72.4,56.0,77.2,23.0,Free
5230,Loggerhead,Alive,Pound net,70.7,72.4,56.0,77.2,23.0,Free
5231,Loggerhead,Alive,Skimmer Trawl,64.6,65.1,54.6,70.2,155.4,Free
5232,Loggerhead,Alive,Skimmer Trawl,64.6,65.1,54.6,70.2,155.4,Free
5233,Loggerhead,Alive,Pound net,58.3,59.4,49.3,64.8,27.0,Free
5234,Loggerhead,Alive,Pound net,58.3,59.4,49.3,64.8,27.0,Free
5235,Kemps_Ridley,Alive,Pound net,44.4,45.0,42.4,46.8,7.7,Free
5236,Kemps_Ridley,Alive,Pound net,44.4,45.0,42.4,46.8,7.7,Free
5237,Loggerhead,Alive,Pound net,69.0,70.5,52.7,74.5,21.0,Free
5238,Loggerhead,Alive,Pound net,69.0,70.5,52.7,74.5,21.0,Free
5239,Loggerhead,Alive,Pound net,84.5,82.8,64.2,90.4,42.0,Free
5240,Loggerhead,Alive,Pound net,84.5,82.8,64.2,90.4,42.0,Free
5241,Loggerhead,Alive,Pound net,58.4,59.4,48.5,63.2,32.0,Free
5242,Loggerhead,Alive,Pound net,58.4,59.4,48.5,63.2,32.0,Free
5243,Loggerhead,Alive,Pound net,57.4,58.8,47.7,62.8,36.0,Free
5244,Loggerhead,Alive,Pound net,57.4,58.8,47.7,62.8,36.0,Free
5245,Loggerhead,Alive,Pound net,57.4,58.8,47.7,62.8,36.0,Free
5246,Loggerhead,Alive,Pound net,57.4,58.8,47.7,62.8,36.0,Free
5247,Loggerhead,Alive,Pound net,57.3,58.7,47.5,67.5,155.4,Free
5248,Loggerhead,Alive,Pound net,57.3,58.7,47.5,67.5,155.4,Free
5249,Loggerhead,Alive,Pound net,57.3,58.7,47.5,67.5,155.4,Free
5250,Loggerhead,Alive,Pound net,57.3,58.7,47.5,67.5,155.4,Free
5251,Loggerhead,Alive,Pound net,59.9,61.5,49.2,65.8,155.4,Free
5252,Loggerhead,Alive,Pound net,59.9,61.5,49.2,65.8,155.4,Free
5253,Loggerhead,Alive,Pound net,59.9,61.5,49.2,65.8,155.4,Free
5254,Loggerhead,Alive,Pound net,59.9,61.5,49.2,65.8,155.4,Free
5255,Loggerhead,Alive,Pound net,66.1,68.5,54.2,73.0,155.4,Free
5256,Loggerhead,Alive,Pound net,66.1,68.5,54.2,73.0,155.4,Free
5257,Loggerhead,Alive,Pound net,76.7,77.4,60.4,84.2,36.0,Free
5258,Loggerhead,Alive,Pound net,76.7,77.4,60.4,84.2,36.0,Free
5259,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5260,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5261,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5262,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5263,Loggerhead,Alive,Pound net,66.1,66.6,55.7,71.0,155.4,Free
5264,Loggerhead,Alive,Pound net,66.1,66.6,55.7,71.0,155.4,Free
5265,Loggerhead,Alive,Pound net,64.1,65.6,54.1,69.6,155.4,Free
5266,Loggerhead,Alive,Pound net,64.1,65.6,54.1,69.6,155.4,Free
5267,Loggerhead,Alive,Pound net,66.4,67.6,55.9,71.4,155.4,Free
5268,Loggerhead,Alive,Pound net,66.4,67.6,55.9,71.4,155.4,Free
5269,Loggerhead,Alive,Pound net,61.2,62.2,52.4,66.5,155.4,Free
5270,Loggerhead,Alive,Pound net,61.2,62.2,52.4,66.5,155.4,Free
5271,Loggerhead,Alive,Pound net,62.0,62.5,51.8,67.5,155.4,Free
5272,Loggerhead,Alive,Pound net,62.0,62.5,51.8,67.5,155.4,Free
5273,Loggerhead,Alive,Pound net,62.0,62.5,51.8,67.5,155.4,Free
5274,Loggerhead,Alive,Pound net,62.0,62.5,51.8,67.5,155.4,Free
5275,Loggerhead,Alive,Pound net,57.9,58.4,47.8,60.4,10.0,Free
5276,Loggerhead,Alive,Pound net,57.9,58.4,47.8,60.4,10.0,Free
5277,Loggerhead,Alive,Pound net,70.5,72.5,58.8,76.5,109.0,Free
5278,Loggerhead,Alive,Pound net,70.5,72.5,58.8,76.5,109.0,Free
5279,Loggerhead,Alive,Pound net,70.5,71.8,56.5,75.5,155.4,Free
5280,Loggerhead,Alive,Pound net,70.5,71.8,56.5,75.5,155.4,Free
5281,Loggerhead,Alive,Pound net,68.3,69.8,57.1,67.5,155.4,Free
5282,Loggerhead,Alive,Pound net,68.3,69.8,57.1,67.5,155.4,Free
5283,Loggerhead,Alive,Pound net,68.3,69.8,57.1,67.5,155.4,Free
5284,Loggerhead,Alive,Pound net,68.3,69.8,57.1,67.5,155.4,Free
5285,Loggerhead,Alive,Pound net,71.2,73.2,61.0,75.7,625.0,Free
5286,Loggerhead,Alive,Pound net,71.2,73.2,61.0,75.7,625.0,Free
5287,Loggerhead,Alive,Pound net,71.6,73.2,60.2,77.4,747.0,Free
5288,Loggerhead,Alive,Pound net,71.6,73.2,60.2,77.4,747.0,Free
5289,Loggerhead,Alive,Pound net,71.6,73.2,60.2,77.4,747.0,Free
5290,Loggerhead,Alive,Pound net,71.6,73.2,60.2,77.4,747.0,Free
5291,Loggerhead,Alive,Pound net,60.3,61.4,51.4,65.5,155.4,Free
5292,Loggerhead,Alive,Pound net,60.3,61.4,51.4,65.5,155.4,Free
5293,Kemps_Ridley,Alive,Pound net,48.2,48.8,45.5,50.2,29.0,Free
5294,Loggerhead,Alive,Pound net,54.7,54.9,47.9,59.6,21.0,Free
5295,Loggerhead,Alive,Pound net,54.7,54.9,47.9,59.6,21.0,Free
5296,Loggerhead,Alive,Pound net,54.7,55.4,46.6,61.2,155.4,Free
5297,Loggerhead,Alive,Pound net,54.7,55.4,46.6,61.2,155.4,Free
5298,Loggerhead,Alive,Pound net,54.7,55.4,46.6,61.2,155.4,Free
5299,Loggerhead,Alive,Pound net,54.7,55.4,46.6,61.2,155.4,Free
5300,Loggerhead,Alive,Pound net,57.2,58.0,48.4,65.5,155.4,Free
5301,Loggerhead,Alive,Pound net,57.2,58.0,48.4,65.5,155.4,Free
5302,Loggerhead,Alive,Pound net,70.8,70.9,59.3,74.4,12.0,Free
5303,Loggerhead,Alive,Pound net,70.8,70.9,59.3,74.4,12.0,Free
5304,Loggerhead,Alive,Pound net,62.3,70.0,59.1,67.5,155.4,Free
5305,Loggerhead,Alive,Pound net,62.3,70.0,59.1,67.5,155.4,Free
5306,Loggerhead,Alive,Pound net,62.3,70.0,59.1,67.5,155.4,Free
5307,Loggerhead,Alive,Pound net,62.3,70.0,59.1,67.5,155.4,Free
5308,Loggerhead,Alive,Pound net,70.2,70.9,57.5,76.2,1610.0,Free
5309,Loggerhead,Alive,Pound net,70.2,70.9,57.5,76.2,1610.0,Free
5310,Loggerhead,Alive,Pound net,52.8,53.8,44.5,57.3,42.0,Free
5311,Loggerhead,Alive,Pound net,52.8,53.8,44.5,57.3,42.0,Free
5312,Loggerhead,Alive,Pound net,66.6,68.3,56.6,72.5,155.4,Free
5313,Loggerhead,Alive,Pound net,66.6,68.3,56.6,72.5,155.4,Free
5314,Loggerhead,Alive,Pound net,66.2,67.6,56.7,72.4,155.4,Free
5315,Loggerhead,Alive,Pound net,66.2,67.6,56.7,72.4,155.4,Free
5316,Loggerhead,Alive,Pound net,66.2,67.6,56.7,72.4,155.4,Free
5317,Loggerhead,Alive,Pound net,66.2,67.6,56.7,72.4,155.4,Free
5318,Loggerhead,Alive,Pound net,74.2,76.0,60.0,82.3,155.4,Free
5319,Loggerhead,Alive,Pound net,74.2,76.0,60.0,82.3,155.4,Free
5320,Loggerhead,Alive,Pound net,74.5,76.6,60.9,67.5,320.0,Free
5321,Loggerhead,Alive,Pound net,74.5,76.6,60.9,67.5,320.0,Free
5322,Loggerhead,Alive,Pound net,74.5,76.6,60.9,67.5,320.0,Free
5323,Loggerhead,Alive,Pound net,74.5,76.6,60.9,67.5,320.0,Free
5324,Kemps_Ridley,Alive,Pound net,46.3,46.6,43.4,48.4,27.0,Free
5325,Kemps_Ridley,Alive,Pound net,46.3,46.6,43.4,48.4,27.0,Free
5326,Loggerhead,Alive,Pound net,57.8,59.2,50.4,62.3,125.6,Free
5327,Loggerhead,Alive,Pound net,57.8,59.2,50.4,62.3,125.6,Free
5328,Loggerhead,Alive,Pound net,71.1,72.1,56.1,75.7,257.8,Free
5329,Loggerhead,Alive,Pound net,71.1,72.1,56.1,75.7,257.8,Free
5330,Green,Alive,Pound net,29.6,30.2,23.5,31.5,66.3,Free
5331,Green,Alive,Pound net,29.6,30.2,23.5,31.5,66.3,Free
5332,Loggerhead,Alive,Pound net,65.4,67.3,54.6,70.4,119.3,Free
5333,Loggerhead,Alive,Pound net,65.4,67.3,54.6,70.4,119.3,Free
5334,Loggerhead,Alive,Pound net,60.4,61.6,52.0,66.1,155.4,Free
5335,Loggerhead,Alive,Pound net,60.4,61.6,52.0,66.1,155.4,Free
5336,Loggerhead,Alive,Pound net,62.3,62.8,52.7,67.5,155.4,Free
5337,Green,Alive,Pound net,32.4,33.1,27.6,35.2,0.1,Free
5338,Green,Alive,Pound net,32.4,33.1,27.6,35.2,0.1,Free
5339,Loggerhead,Alive,Pound net,66.2,68.0,56.9,71.6,34.0,Free
5340,Loggerhead,Alive,Pound net,66.2,68.0,56.9,71.6,34.0,Free
5341,Loggerhead,Alive,Pound net,70.7,72.3,59.7,76.5,9.0,Free
5342,Loggerhead,Alive,Pound net,70.7,72.3,59.7,76.5,9.0,Free
5343,Loggerhead,Alive,Pound net,66.3,68.9,54.7,71.0,155.4,Free
5344,Loggerhead,Alive,Pound net,66.3,68.9,54.7,71.0,155.4,Free
5345,Loggerhead,Alive,Pound net,67.8,69.4,57.5,73.7,112.6,Free
5346,Loggerhead,Alive,Pound net,67.8,69.4,57.5,73.7,112.6,Free
5347,Kemps_Ridley,Alive,Pound net,47.2,48.1,46.6,50.4,0.1,Free
5348,Kemps_Ridley,Alive,Pound net,47.2,48.1,46.6,50.4,0.1,Free
5349,Kemps_Ridley,Alive,Pound net,38.7,39.1,36.7,40.650000000000006,110.9,Free
5350,Kemps_Ridley,Alive,Pound net,38.7,39.1,36.7,40.650000000000006,110.9,Free
5351,Kemps_Ridley,Alive,Pound net,38.7,39.1,36.7,40.650000000000006,110.9,Free
5352,Kemps_Ridley,Alive,Pound net,38.7,39.1,36.7,40.650000000000006,110.9,Free
5353,Kemps_Ridley,Alive,Pound net,56.5,57.5,56.8,61.3,112.0,Free
5354,Kemps_Ridley,Alive,Pound net,56.5,57.5,56.8,61.3,112.0,Free
5355,Kemps_Ridley,Alive,Pound net,56.5,57.5,56.8,61.3,112.0,Free
5356,Loggerhead,Alive,Pound net,52.9,54.7,54.3,58.2,105.0,Free
5357,Loggerhead,Alive,Pound net,52.9,54.7,54.3,58.2,105.0,Free
5358,Loggerhead,Alive,Pound net,57.8,58.7,47.9,63.8,155.4,Free
5359,Loggerhead,Alive,Pound net,57.8,58.7,47.9,63.8,155.4,Free
5360,Loggerhead,Alive,Pound net,57.8,58.7,47.9,63.8,155.4,Free
5361,Loggerhead,Alive,Pound net,57.8,58.7,47.9,63.8,155.4,Free
5362,Loggerhead,Alive,Pound net,68.8,70.4,60.3,73.4,77.0,Free
5363,Loggerhead,Alive,Pound net,68.8,70.4,60.3,73.4,77.0,Free
5364,Loggerhead,Alive,Pound net,61.0,63.0,51.8,66.0,155.4,Free
5365,Loggerhead,Alive,Pound net,61.0,63.0,51.8,66.0,155.4,Free
5366,Kemps_Ridley,Alive,Pound net,27.2,27.4,25.6,29.5,0.1,Free
5367,Kemps_Ridley,Alive,Pound net,27.5,28.4,25.9,29.6,110.9,Free
5368,Kemps_Ridley,Alive,Pound net,27.5,28.4,25.9,29.6,110.9,Free
5369,Kemps_Ridley,Alive,Pound net,39.8,40.0,37.7,43.0,6.4,Free
5370,Kemps_Ridley,Alive,Pound net,39.8,40.0,37.7,43.0,6.4,Free
5371,Green,Alive,Pound net,23.9,24.4,19.5,26.0,64.7,Free
5372,Green,Alive,Pound net,23.9,24.4,19.5,26.0,64.7,Free
5373,Kemps_Ridley,Alive,Pound net,40.0,40.9,38.1,43.0,7.8,Free
5374,Loggerhead,Alive,Pound net,54.3,55.7,43.9,58.0,155.4,Free
5375,Loggerhead,Alive,Pound net,54.3,55.7,43.9,58.0,155.4,Free
5376,Loggerhead,Alive,Pound net,54.3,56.1,44.3,67.5,155.4,Free
5377,Loggerhead,Alive,Pound net,54.3,56.1,44.3,67.5,155.4,Free
5378,Loggerhead,Alive,Pound net,54.3,56.1,44.3,67.5,155.4,Free
5379,Loggerhead,Alive,Pound net,54.3,56.1,44.3,67.5,155.4,Free
5380,Green,Alive,Pound net,32.1,32.2,27.0,34.5,16.0,Free
5381,Green,Alive,Pound net,32.1,32.2,27.0,34.5,16.0,Free
5382,Loggerhead,Alive,Pound net,73.3,75.2,59.0,79.3,36.0,Free
5383,Loggerhead,Alive,Pound net,73.3,75.2,59.0,79.3,36.0,Free
5384,Green,Alive,Pound net,30.8,31.4,24.8,32.5,19.1,Free
5385,Green,Alive,Pound net,30.8,31.4,24.8,32.5,19.1,Free
5386,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5387,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5388,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5389,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5390,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5391,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5392,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5393,Green,Alive,Live stranding,33.3,33.7,26.9,35.2,78.7,Free
5394,Loggerhead,Alive,Pound net,62.9,63.8,52.6,67.8,155.4,Free
5395,Loggerhead,Alive,Pound net,62.9,63.8,52.6,67.8,155.4,Free
5396,Loggerhead,Alive,Pound net,68.1,71.5,56.5,76.8,155.4,Free
5397,Loggerhead,Alive,Pound net,68.1,71.5,56.5,76.8,155.4,Free
5398,Loggerhead,Alive,Pound net,65.8,67.2,54.7,71.1,13.0,Free
5399,Loggerhead,Alive,Pound net,65.8,67.2,54.7,71.1,13.0,Free
5400,Green,Alive,Pound net,28.9,29.3,24.0,30.0,162.4,Free
5401,Green,Alive,Pound net,28.9,29.3,24.0,30.0,162.4,Free
5402,Loggerhead,Alive,Pound net,59.3,59.6,48.4,67.5,155.4,Free
5403,Loggerhead,Alive,Pound net,59.3,59.6,48.4,67.5,155.4,Free
5404,Loggerhead,Alive,Pound net,67.2,68.5,54.8,78.0,155.4,Free
5405,Loggerhead,Alive,Pound net,67.2,68.5,54.8,78.0,155.4,Free
5406,Green,Alive,Pound net,37.5,38.0,30.0,40.0,78.7,Free
5407,Green,Alive,Pound net,37.5,38.0,30.0,40.0,78.7,Free
5408,Green,Alive,Pound net,37.2,38.0,30.2,40.0,78.7,Free
5409,Green,Alive,Pound net,37.2,38.0,30.2,40.0,78.7,Free
5410,Green,Alive,Pound net,37.2,38.0,30.2,40.0,78.7,Free
5411,Green,Alive,Pound net,37.2,38.0,30.2,40.0,78.7,Free
5412,Loggerhead,Alive,Skimmer Trawl,68.7,70.5,55.0,73.7,155.4,Free
5413,Loggerhead,Alive,Skimmer Trawl,68.7,70.5,55.0,73.7,155.4,Free
5414,Loggerhead,Alive,Pound net,53.1,54.2,47.0,57.2,56.5,Free
5415,Loggerhead,Alive,Pound net,53.1,54.2,47.0,57.2,56.5,Free
5416,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5417,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5418,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5419,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
5420,Green,Alive,Pound net,32.0,32.6,27.0,33.5,17.0,Free
5421,Green,Alive,Pound net,32.0,32.6,27.0,33.5,17.0,Free
5422,Loggerhead,Alive,Pound net,58.2,59.8,50.7,62.0,155.4,Free
5423,Loggerhead,Alive,Pound net,58.2,59.8,50.7,62.0,155.4,Free
5424,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,71.4,Free
5425,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,71.4,Free
5426,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,71.4,Free
5427,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,71.4,Free
5428,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5429,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5430,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5431,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5432,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5433,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5434,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5435,Loggerhead,Alive,Pound net,58.6,59.6,50.0,63.2,155.4,Free
5436,Loggerhead,Dead,Pound net,72.1,73.7,59.3,77.2,155.4,Free
5437,Loggerhead,Dead,Pound net,72.1,73.7,59.3,77.2,155.4,Free
5438,Loggerhead,Dead,Dead Stranding,71.6,73.1,60.4,76.0,155.4,Free
5439,Loggerhead,Dead,Dead Stranding,71.6,73.1,60.4,76.0,155.4,Free
5440,Loggerhead,Dead,Dead Stranding,71.6,73.1,60.4,76.0,155.4,Free
5441,Loggerhead,Dead,Dead Stranding,71.6,73.1,60.4,76.0,155.4,Free
5442,Loggerhead,Alive,Pound net,57.7,59.0,51.0,62.5,155.4,Free
5443,Loggerhead,Alive,Pound net,57.7,59.0,51.0,62.5,155.4,Free
5444,Kemps_Ridley,Alive,Pound net,45.1,46.1,44.0,47.7,50.6,Free
5445,Kemps_Ridley,Alive,Pound net,45.1,46.1,44.0,47.7,50.6,Free
5446,Loggerhead,Alive,Pound net,63.6,64.2,53.9,69.3,820.0,Free
5447,Loggerhead,Alive,Pound net,63.6,64.2,53.9,69.3,820.0,Free
5448,Loggerhead,Alive,Pound net,59.9,60.1,51.0,63.7,155.4,Free
5449,Loggerhead,Alive,Pound net,59.9,60.1,51.0,63.7,155.4,Free
5450,Loggerhead,Alive,Pound net,66.2,68.0,54.3,72.5,155.4,Free
5451,Loggerhead,Alive,Pound net,66.2,68.0,54.3,72.5,155.4,Free
5452,Loggerhead,Dead,Pound net,68.7,69.9,55.9,74.2,130.8,Free
5453,Loggerhead,Dead,Pound net,68.7,69.9,55.9,74.2,130.8,Free
5454,Loggerhead,Dead,Dead Stranding,62.3,66.8,37.1,67.5,155.4,Free
5455,Loggerhead,Dead,Dead Stranding,62.3,66.8,37.1,67.5,155.4,Free
5456,Loggerhead,Dead,Dead Stranding,62.3,66.8,37.1,67.5,155.4,Free
5457,Loggerhead,Dead,Dead Stranding,62.3,66.8,37.1,67.5,155.4,Free
5458,Loggerhead,Dead,Pound net,60.5,62.1,52.4,65.0,67.1,Free
5459,Loggerhead,Dead,Pound net,60.5,62.1,52.4,65.0,67.1,Free
5460,Loggerhead,Alive,Pound net,65.9,67.0,57.6,69.5,142.6,Free
5461,Loggerhead,Alive,Pound net,65.9,67.0,57.6,69.5,142.6,Free
5462,Loggerhead,Alive,Pound net,55.1,56.3,46.7,61.0,155.4,Free
5463,Loggerhead,Alive,Pound net,55.1,56.3,46.7,61.0,155.4,Free
5464,Loggerhead,Alive,Pound net,61.5,62.5,51.5,61.5,155.4,Free
5465,Loggerhead,Alive,Pound net,61.5,62.5,51.5,61.5,155.4,Free
5466,Loggerhead,Alive,Pound net,57.2,58.2,49.9,61.3,155.4,Free
5467,Loggerhead,Alive,Pound net,57.2,58.2,49.9,61.3,155.4,Free
5468,Loggerhead,Alive,Pound net,57.2,58.2,49.9,61.3,155.4,Free
5469,Loggerhead,Alive,Pound net,57.2,58.2,49.9,61.3,155.4,Free
5470,Green,Alive,Pound net,26.8,26.9,23.0,28.5,78.7,Free
5471,Loggerhead,Alive,Pound net,60.7,61.7,52.8,68.0,155.4,Free
5472,Loggerhead,Alive,Pound net,60.7,61.7,52.8,68.0,155.4,Free
5473,Loggerhead,Alive,Pound net,53.4,54.0,48.6,61.5,155.4,Free
5474,Loggerhead,Alive,Pound net,53.4,54.0,48.6,61.5,155.4,Free
5475,Loggerhead,Alive,Pound net,56.8,58.4,51.2,63.0,155.4,Free
5476,Loggerhead,Alive,Pound net,56.8,58.4,51.2,63.0,155.4,Free
5477,Loggerhead,Alive,Pound net,60.7,61.2,50.1,68.5,155.4,Free
5478,Loggerhead,Alive,Pound net,60.7,61.2,50.1,68.5,155.4,Free
5479,Loggerhead,Alive,Pound net,60.7,61.2,50.1,68.5,155.4,Free
5480,Loggerhead,Alive,Pound net,60.7,61.2,50.1,68.5,155.4,Free
